"Date","Time","Temp","Degreedays","BroodTime","DevelopTime","Degreedays2nd","BroodTime2nd","Larvaeocc","Tank"
2021-01-01,"00",7.20083333333333,0,NA,NA,NA,NA,NA,"6"
2021-01-01,"01",7.28833333333333,0.0187847222222222,NA,NA,NA,NA,NA,"6"
2021-01-01,"02",7.16083333333333,0.0412152777777778,NA,NA,NA,NA,NA,"6"
2021-01-01,"03",6.73,0.0583333333333333,NA,NA,NA,NA,NA,"6"
2021-01-01,"04",7.03666666666667,0.0575,NA,NA,NA,NA,NA,"6"
2021-01-01,"05",7.05833333333333,0.0694444444444445,NA,NA,NA,NA,NA,"6"
2021-01-01,"06",7.10666666666667,0.0822916666666667,NA,NA,NA,NA,NA,"6"
2021-01-01,"07",7.335,0.0971527777777778,NA,NA,NA,NA,NA,"6"
2021-01-01,"08",6.8225,0.121527777777778,NA,NA,NA,NA,NA,"6"
2021-01-01,"09",6.91,0.124548611111111,NA,NA,NA,NA,NA,"6"
2021-01-01,"10",6.82583333333333,0.131215277777778,NA,NA,NA,NA,NA,"6"
2021-01-01,"11",6.75916666666667,0.134375,NA,NA,NA,NA,NA,"6"
2021-01-01,"12",6.67833333333333,0.134756944444444,NA,NA,NA,NA,NA,"6"
2021-01-01,"13",6.6125,0.131770833333333,NA,NA,NA,NA,NA,"6"
2021-01-01,"14",6.60416666666667,0.126041666666667,NA,NA,NA,NA,NA,"6"
2021-01-01,"15",6.5075,0.119965277777778,NA,NA,NA,NA,NA,"6"
2021-01-01,"16",6.53416666666667,0.109861111111111,NA,NA,NA,NA,NA,"6"
2021-01-01,"17",6.5575,0.100868055555556,NA,NA,NA,NA,NA,"6"
2021-01-01,"18",6.41916666666667,0.0928472222222222,NA,NA,NA,NA,NA,"6"
2021-01-01,"19",6.42916666666667,0.0790625,NA,NA,NA,NA,NA,"6"
2021-01-01,"20",6.5525,0.0656944444444444,NA,NA,NA,NA,NA,"6"
2021-01-01,"21",6.49333333333333,0.0574652777777778,NA,NA,NA,NA,NA,"6"
2021-01-01,"22",6.38666666666667,0.0467708333333333,NA,NA,NA,NA,NA,"6"
2021-01-01,"23",6.29,0.0316319444444444,NA,NA,NA,NA,NA,"6"
2021-01-02,"00",6.275,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"01",6.20083333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"02",6.01166666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"03",6.0825,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"04",6.05583333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"05",6.03583333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"06",6.065,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"07",6.15166666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"08",6.19916666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"09",6.27166666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"10",6.28916666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"11",5.87166666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"12",5.4,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"13",5.97583333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"14",5.59083333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"15",5.24333333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"16",5.3025,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"17",5.37333333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"18",5.23583333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"19",5.23166666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"20",5.375,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"21",5.3675,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"22",5.3825,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-02,"23",5.3775,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"00",5.32833333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"01",5.2125,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"02",5.0625,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"03",5.14416666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"04",5.10166666666667,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"05",5.24333333333333,0.0124652777777778,NA,NA,NA,NA,NA,"6"
2021-01-03,"06",5.1325,0.0124652777777778,NA,NA,NA,NA,NA,"6"
